Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed,cbsa_str,Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count,AREA,AREA_TITLE_msa,PRIM_STATE_msa,TOT_EMP_msa,JOBS_1000_msa,A_MEAN_msa,H_MEAN_msa,PRIM_STATE,TOT_EMP_state,JOBS_1000_state,A_MEAN_state,H_MEAN_state,rn_emp_best,rn_jobs_per_1000_best,rn_wage_best,rn_hourly_best
340032,GASTON MEMORIAL HOSPITAL,NC,16740.0,16740.0,2023-07-01,2024-06-30,3075.0,124420.0,424.0,24.7146760970905,7.252358490566038,16740.0,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,28052,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,NC,108510.0,22.153,86270.0,41.48,108510.0,22.153,86270.0,41.48
100006,ORLANDO HEALTH,FL,36740.0,36740.0,2022-10-01,2023-09-30,11336.21,467525.0,1467.0,24.247280894069835,7.727477845944103,36740.0,100006,ORLANDO HEALTH,FL,32806,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
180092,CLARK REGIONAL MEDICAL CENTER,KY,30460.0,30460.0,2023-05-01,2024-04-30,532.55,14274.0,59.0,37.30909345663444,9.026271186440676,30460.0,180092,CLARK REGIONAL MEDICAL CENTER,KY,40391,Acute Care Hospitals,Proprietary,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,KY,48170.0,24.163,83900.0,40.34,48170.0,24.163,83900.0,40.34
360112,ST VINCENT MEDICAL CENTER,OH,45780.0,45780.0,2023-01-01,2023-12-31,3485.07,135366.0,516.0,25.74553432915208,6.754011627906977,45780.0,360112,MERCY ST VINCENT MEDICAL CENTER,OH,43608,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
030043,CANYON VISTA MEDICAL CENTER,AZ,43420.0,43420.0,2023-05-01,2024-04-30,520.83,16189.0,74.0,32.17184507999259,7.038243243243244,43420.0,030043,CANYON VISTA MEDICAL CENTER,AZ,85635,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,AZ,64430.0,20.155,95230.0,45.79,64430.0,20.155,95230.0,45.79
050057,KAWEAH DELTA MEDICAL CENTER,CA,47300.0,47300.0,2023-07-01,2024-06-30,3618.98,109592.0,430.0,33.02230089787576,8.416232558139535,47300.0,050057,KAWEAH HEALTH MEDICAL CENTER,CA,93291,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
104084,NEUROBEHAVIORAL HOSPITAL OF THE PB,FL,48424.0,48424.0,2023-02-01,2024-01-31,72.0,10293.0,42.0,6.995045176333431,1.7142857142857142,48424.0,104084,NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-NORTH,FL,33407,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
170183,KANSAS SURGERY & RECOVERY CENTER,KS,48620.0,48620.0,2023-07-01,2024-06-30,194.41,687.0,30.0,282.9839883551674,6.480333333333333,48620.0,170183,KANSAS SURGERY & RECOVERY CENTER,KS,67226,Acute Care Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12,,,,,,,,KS,32640.0,22.805,79430.0,38.19,32640.0,22.805,79430.0,38.19
190218,SABINE MEDICAL CENTER,LA,99919.0,99919.0,2023-04-01,2024-03-31,148.0,1042.0,48.0,142.0345489443378,3.083333333333333,99919.0,190218,SABINE MEDICAL CENTER,LA,71449,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
281327,COZAD COMMUNITY HOSPITAL,NE,99928.0,99928.0,2023-05-01,2024-04-30,149.63,1267.0,20.0,118.09786898184689,7.4815,99928.0,281327,COZAD COMMUNITY HOSPITAL,NE,69130,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,NE,24180.0,23.801,82890.0,39.85,24180.0,23.801,82890.0,39.85
281348,TRI VALLEY HEALTH SYSTEM,NE,99928.0,99928.0,2023-05-01,2024-04-30,124.58,1235.0,20.0,100.87449392712551,6.229,99928.0,281348,TRI VALLEY HEALTH SYSTEM,NE,69022,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,NE,24180.0,23.801,82890.0,39.85,24180.0,23.801,82890.0,39.85
394038,FOUNDATIONS BEHAVIORAL HEALTH,PA,,,2023-07-01,2024-06-30,,,,,,,394038,FOUNDATIONS BEHAVIORAL HEALTH,PA,18901,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
260138,SAINT LUKES HOSPITAL OF KANSAS CITY,MO,28140.0,28140.0,2023-01-01,2023-12-31,3321.37,125897.0,478.0,26.381645313232244,6.94847280334728,28140.0,260138,ST LUKES HOSPITAL OF KANSAS CITY,MO,64111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
450833,ENNIS REGIONAL MEDICAL CENTER,TX,19124.0,19124.0,2023-05-01,2024-04-30,95.17,891.0,59.0,106.81257014590348,1.613050847457627,19124.0,450833,ENNIS REGIONAL MEDICAL CENTER,TX,75119,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
050150,SIERRA NEVADA MEMORIAL HOSPITAL,CA,99905.0,99905.0,2023-01-01,2023-12-31,563.37,17694.0,104.0,31.83960664632079,5.417019230769231,99905.0,050150,SIERRA NEVADA MEMORIAL HOSPITAL,CA,95945,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
190140,FRANKLIN MEDICAL CENTER,LA,99919.0,99919.0,2023-05-01,2024-04-30,189.82,1999.0,31.0,94.95747873936968,6.123225806451613,99919.0,190140,FRANKLIN MEDICAL CENTER,LA,71295,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
420049,CONWAY HOSPITAL,SC,34820.0,34820.0,2022-10-01,2023-09-30,1496.8,35092.0,171.0,42.653596261256126,8.753216374269005,34820.0,420049,CONWAY MEDICAL CENTER,SC,29526,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,SC,50300.0,22.143,84930.0,40.83,50300.0,22.143,84930.0,40.83
450389,UT HEATH ATHENS,TX,99945.0,99945.0,2023-05-01,2024-04-30,411.12,16957.0,127.0,24.24485463230524,3.237165354330709,99945.0,450389,UT HEALTH EAST TEXAS ATHENS HOSPITAL,TX,75751,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
271308,ROOSEVELT MEDICAL CENTER,MT,99927.0,99927.0,2023-05-01,2024-04-30,39.9,8256.0,29.0,4.832848837209303,1.3758620689655172,99927.0,271308,ROOSEVELT MEDICAL CENTER,MT,59218,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,MT,10540.0,20.666,88480.0,42.54,10540.0,20.666,88480.0,42.54
100017,HALIFAX MEDICAL CENTER,FL,19660.0,19660.0,2022-10-01,2023-09-30,3134.88,136664.0,533.0,22.93859392378388,5.88157598499062,19660.0,100017,HALIFAX HEALTH MEDICAL CENTER,FL,32114,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
390270,GEISINGER WYOMING VALLEY MED CTR,PA,42540.0,42540.0,2023-07-01,2024-06-30,2714.65,97470.0,318.0,27.85113368215861,8.536635220125786,42540.0,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,18711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
050022,RIVERSIDE COMMUNITY HOSPITAL,CA,40140.0,40140.0,2023-05-01,2024-04-30,2428.58,146850.0,517.0,16.537827715355803,4.697446808510638,40140.0,050022,RIVERSIDE COMMUNITY HOSPITAL,CA,92501,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
251330,FRANKLIN COUNTY HOSPITAL,MS,99925.0,99925.0,2023-05-01,2024-04-30,176.62,4499.0,24.0,39.25761280284508,7.359166666666667,99925.0,251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,MS,39653,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,MS,29400.0,25.351,79470.0,38.21,29400.0,25.351,79470.0,38.21
390048,GEISINGER LEWISTOWN HOSPITAL,PA,99939.0,99939.0,2023-07-01,2024-06-30,839.27,25088.0,133.0,33.453045280612244,6.310300751879699,99939.0,390048,GEISINGER-LEWISTOWN HOSPITAL,PA,17044,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
420020,GEORGETOWN MEMORIAL HOSPITAL,SC,99942.0,99942.0,2022-10-01,2023-09-30,815.1,17250.0,69.0,47.252173913043485,11.81304347826087,99942.0,420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,SC,29440,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12,,,,,,,,SC,50300.0,22.143,84930.0,40.83,50300.0,22.143,84930.0,40.83
420098,WACCAMAW COMMUNITY HOSPITAL,SC,99942.0,99942.0,2022-10-01,2023-09-30,560.89,30745.0,125.0,18.2432915921288,4.48712,99942.0,420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,SC,29576,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,SC,50300.0,22.143,84930.0,40.83,50300.0,22.143,84930.0,40.83
440029,WILLIAMSON HEALTH,TN,34980.0,34980.0,2023-07-01,2024-06-30,1560.47,36652.0,212.0,42.57530284841209,7.360707547169811,34980.0,440029,WILLIAMSON MEDICAL CENTER,TN,37067,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
100224,HCA FLORIDA WOODMONT HOSPITAL,FL,22744.0,22744.0,2023-05-01,2024-04-30,612.21,38044.0,194.0,16.092156450425826,3.155721649484536,22744.0,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,33321,Acute Care Hospitals,Proprietary,Yes,,1.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
104017,WINDMOOR HEALTHCARE,FL,45300.0,45300.0,2023-07-01,2024-06-30,174.31,25207.0,144.0,6.915142619113738,1.2104861111111112,45300.0,104017,WINDMOOR HEALTHCARE OF CLEARWATER,FL,33764,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
260186,LAKE REGIONAL HEALTH SYSTEM,MO,99926.0,99926.0,2023-05-01,2024-04-30,1003.47,18383.0,105.0,54.58684654300168,9.556857142857144,99926.0,260186,LAKE REGIONAL HEALTH SYSTEM,MO,65065,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
280111,COLUMBUS COMMUNITY HOSPITAL,NE,99928.0,99928.0,2023-05-01,2024-04-30,675.45,8474.0,50.0,79.7085201793722,13.509,99928.0,280111,"COLUMBUS COMMUNITY HOSPITAL, INC",NE,68601,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,NE,24180.0,23.801,82890.0,39.85,24180.0,23.801,82890.0,39.85
450743,TEXAS HEALTH DENTON,TX,19124.0,19124.0,2023-05-01,2024-04-30,921.04,48919.0,217.0,18.827858296367463,4.244423963133641,19124.0,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,TX,76201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
104049,SOUTHERN WINDS HOSPITAL  LLC,FL,33124.0,33124.0,2023-01-01,2023-12-31,192.39,25428.0,72.0,7.566068900424728,2.672083333333333,33124.0,104049,SOUTHERN WINDS HOSPITAL,FL,33012,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
190274,OCHSNER MEDICAL CENTER - KENNER  LLC,LA,35380.0,35380.0,2023-05-01,2024-04-30,,26146.0,118.0,,,35380.0,190274,OCHSNER MEDICAL CENTER-KENNER,LA,70065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
440030,MORRISTOWN-HAMBLEN HOSPITAL,TN,34100.0,34100.0,2023-07-01,2024-06-30,635.88,32764.0,100.0,19.407886704920035,6.3588,34100.0,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,TN,37814,Acute Care Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
030110,ABRAZO WEST CAMPUS,AZ,38060.0,38060.0,2023-05-01,2024-04-30,960.1,60110.0,207.0,15.972383962734986,4.63816425120773,38060.0,030110,ABRAZO WEST CAMPUS,AZ,85395,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,AZ,64430.0,20.155,95230.0,45.79,64430.0,20.155,95230.0,45.79
050782,CASA COLINA HOSPITAL AND CENTERS FOR,CA,31084.0,31084.0,2023-04-01,2024-03-31,389.31,3339.0,31.0,116.5947888589398,12.558387096774194,31084.0,050782,CASA COLINA HOSPITAL,CA,91767,Acute Care Hospitals,Voluntary non-profit - Private,No,,3.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
100252,RAULERSON HOSPITAL,FL,99910.0,99910.0,2023-05-01,2024-04-30,634.55,15197.0,100.0,41.75495163519116,6.3455,99910.0,100252,HCA FLORIDA RAULERSON HOSPITAL,FL,34972,Acute Care Hospitals,Proprietary,No,,3.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
160089,OTTUMWA REGIONAL HEALTH CENTER,IA,99916.0,99916.0,2023-05-01,2024-04-30,298.63,5747.0,76.0,51.96276318078998,3.929342105263158,99916.0,160089,OTTUMWA REGIONAL HEALTH CENTER,IA,52501,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,IA,33480.0,21.438,77780.0,37.39,33480.0,21.438,77780.0,37.39
230036,MYMICHIGAN MEDICAL CENTER ALPENA,MI,99923.0,99923.0,2023-07-01,2024-06-30,661.82,16123.0,128.0,41.04819202381691,5.17046875,99923.0,230036,MYMICHIGAN MEDICAL CENTER ALPENA,MI,49707,Acute Care Hospitals,Proprietary,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
260142,JOHN FITZGIBBON MEMORIAL HOSPITAL,MO,99926.0,99926.0,2023-05-01,2024-04-30,257.6,4850.0,42.0,53.11340206185568,6.133333333333334,99926.0,260142,FITZGIBBON HOSPITAL,MO,65340,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
261330,STE. GENEVIEVE CO. MEMORIAL HOSP,MO,99926.0,99926.0,2023-05-01,2024-04-30,293.41,3658.0,25.0,80.21049753963916,11.7364,99926.0,261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,MO,63670,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,16,7,8,11,8,12,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
320017,LOVELACE WOMENS HOSPITAL,NM,10740.0,10740.0,2023-05-01,2024-04-30,545.03,28445.0,162.0,19.16083670240816,3.3643827160493824,10740.0,320017,LOVELACE WOMEN'S HOSPITAL,NM,87109,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,NM,17510.0,20.343,94360.0,45.37,17510.0,20.343,94360.0,45.37
451356,MEMORIAL MEDICAL CENTER,TX,99945.0,99945.0,2023-01-01,2023-12-31,218.3,2592.0,25.0,84.22067901234568,8.732000000000001,99945.0,451356,MEMORIAL MEDICAL CENTER,TX,77979,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
500150,LEGACY SALMON CREEK HOSPITAL,WA,38900.0,38900.0,2023-04-01,2024-03-31,1449.76,61939.0,178.0,23.406254540757843,8.144719101123595,38900.0,500150,LEGACY SALMON CREEK MEDICAL CENTER,WA,98686,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,WA,64690.0,18.275,115740.0,55.64,64690.0,18.275,115740.0,55.64
040027,BAXTER REGIONAL MEDICAL CENTER,AR,99904.0,99904.0,2023-01-01,2023-12-31,1426.87,37234.0,169.0,38.32169522479454,8.443017751479289,99904.0,040027,BAXTER REGIONAL MEDICAL CENTER,AR,72653,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
241372,MADISON HEALTHCARE SERVICES,MN,99924.0,99924.0,2022-10-01,2023-09-30,38.89,744.0,12.0,52.27150537634408,3.240833333333333,99924.0,241372,MADISON HOSPITAL,MN,56256,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,MN,64740.0,22.167,99460.0,47.82,64740.0,22.167,99460.0,47.82
390201,POCONO MEDICAL CENTER,PA,20700.0,20700.0,2023-07-01,2024-06-30,1030.26,34857.0,237.0,29.55676047852655,4.347088607594936,20700.0,390201,LEHIGH VALLEY HOSPITAL - POCONO,PA,18301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
450155,HEREFORD REGIONAL MEDICAL CTR,TX,99945.0,99945.0,2022-10-01,2023-09-30,149.53,1311.0,32.0,114.05797101449276,4.6728125,99945.0,450155,HEREFORD REGIONAL MEDICAL CENTER,TX,79045,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
390113,MEADVILLE MEDICAL CENTER,PA,99939.0,99939.0,2023-07-01,2024-06-30,1307.74,25486.0,200.0,51.31209291375657,6.5387,99939.0,390113,MEADVILLE MEDICAL CENTER,PA,16335,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
074014,SILVER HILL HOSPITAL,CT,14860.0,14860.0,2023-01-01,2023-12-31,358.78,7948.0,35.0,45.14091595369904,10.250857142857145,14860.0,074014,SILVER HILL HOSPITAL INC,CT,6840,Psychiatric,Government - Federal,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,CT,39020.0,23.198,103670.0,49.84,39020.0,23.198,103670.0,49.84
161305,POCAHONTAS COMMUNITY HOSPITAL,IA,99916.0,99916.0,2023-07-01,2024-06-30,80.63,562.0,25.0,143.4697508896797,3.2252,99916.0,161305,POCAHONTAS COMMUNITY HOSPITAL,IA,50574,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,IA,33480.0,21.438,77780.0,37.39,33480.0,21.438,77780.0,37.39
670080,SETON MEDICAL CENTER HARKER HEIGHTS,TX,28660.0,28660.0,2023-05-01,2024-04-30,441.01,10809.0,65.0,40.80025904338977,6.78476923076923,28660.0,670080,SETON MEDICAL CENTER HARKER HEIGHTS,TX,76548,Acute Care Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
100281,MEMORIAL HOSPITAL WEST,FL,22744.0,22744.0,2023-05-01,2024-04-30,3152.99,144041.0,486.0,21.88953145285023,6.487633744855967,22744.0,100281,MEMORIAL HOSPITAL WEST,FL,33028,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
164007,CLIVE BEHAVORIAL HEALTH LLC,IA,19780.0,19780.0,2023-04-01,2024-03-31,138.4,16935.0,100.0,8.172423974018304,1.384,19780.0,164007,CLIVE BEHAVIORAL HEALTH,IA,50325,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,IA,33480.0,21.438,77780.0,37.39,33480.0,21.438,77780.0,37.39
190128,WOMANS HOSPITAL,LA,12940.0,12940.0,2022-10-01,2023-09-30,2052.4,62725.0,228.0,32.720605819051414,9.001754385964913,12940.0,190128,WOMANS HOSPITAL,LA,70817,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
271309,PRAIRIE COMMUNITY HOSPITAL,MT,99927.0,99927.0,2023-07-01,2024-06-30,34.37,8870.0,25.0,3.874859075535513,1.3747999999999998,99927.0,271309,PRAIRIE COMMUNITY CAH,MT,59349,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,MT,10540.0,20.666,88480.0,42.54,10540.0,20.666,88480.0,42.54
280059,TWELVE CLANS UNITY HOSPITAL,NE,99928.0,99928.0,2023-04-06,2023-09-30,137.0,64.0,13.0,2140.625,10.538461538461538,99928.0,280059,TWELVE CLANS UNITY HOSPITAL,NE,68071,Acute Care Hospitals,Tribal,Yes,,,16,7,8,11,8,12,,,,,,,,NE,24180.0,23.801,82890.0,39.85,24180.0,23.801,82890.0,39.85
281305,KIMBALL COUNTY HOSPITAL,NE,99928.0,99928.0,2023-07-01,2024-06-30,83.41,1224.0,14.0,68.1454248366013,5.957857142857143,99928.0,281305,KIMBALL HEALTH SERVICES,NE,69145,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,NE,24180.0,23.801,82890.0,39.85,24180.0,23.801,82890.0,39.85
281308,HENDERSON HEALTH CARE SERVICES,NE,99928.0,99928.0,2023-07-01,2024-06-30,66.85,791.0,13.0,84.51327433628317,5.142307692307692,99928.0,281308,HENDERSON COMMUNITY HOSPITAL,NE,68371,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,NE,24180.0,23.801,82890.0,39.85,24180.0,23.801,82890.0,39.85
394049,BROOKE GLEN BEHAVIORAL HOSPITAL,PA,33874.0,33874.0,2023-03-01,2024-02-29,270.04,48470.0,146.0,5.571281204868992,1.8495890410958904,33874.0,394049,BROOKE GLEN BEHAVIORAL HOSPITAL,PA,19034,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
440046,HORIZON MEDICAL CENTER,TN,34980.0,34980.0,2023-06-01,2024-05-31,519.45,26905.0,110.0,19.306820293625723,4.722272727272728,34980.0,440046,TRISTAR HORIZON MEDICAL CENTER,TN,37055,Acute Care Hospitals,Proprietary,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
670088,COLLEGE STATION HOSPITAL,TX,17780.0,17780.0,2023-06-01,2024-05-31,1480.82,40780.0,142.0,36.31240804315841,10.428309859154927,17780.0,670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,TX,77845,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
144040,CHICAGO BEHAVIORAL HOSPITAL,IL,16984.0,16984.0,2023-01-01,2023-12-31,274.52,51520.0,147.0,5.328416149068323,1.8674829931972787,16984.0,144040,CHICAGO BEHAVIORAL HOSPITAL,IL,60016,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
190039,WEST JEFFERSON MEDICAL CENTER,LA,35380.0,35380.0,2023-01-01,2023-12-31,1286.15,49602.0,193.0,25.929398008144837,6.6639896373057,35380.0,190039,WEST JEFFERSON MEDICAL CENTER,LA,70072,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
364038,BELMONT PINES,OH,49660.0,49660.0,2023-05-01,2024-04-30,139.88,12720.0,53.0,10.99685534591195,2.639245283018868,49660.0,364038,BELMONT PINES HOSPITAL,OH,44505,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
