Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed
510029,THOMAS MEMORIAL HOSPITAL,WV,16620.0,16620,2022-10-01,2023-09-30,759.8,37593.0,168.0,20.211209533689782,4.522619047619047
510031,ST FRANCIS HOSPITAL,WV,16620.0,16620,2022-10-01,2023-09-30,191.48,5304.0,40.0,36.101055806938156,4.787
053047,10220 STOCKTON REGIONAL REHABILITATI,CA,44700.0,44700,2023-07-14,2024-04-30,90.91,6590.0,50.0,13.795144157814871,1.8182
102024,SSH - PENSACOLA INC,FL,37860.0,37860,2023-04-01,2024-03-31,232.75,19234.0,60.0,12.100967037537695,3.879166666666667
222000,SPAULDING HOSPITAL CAMBRIDGE,MA,15764.0,15764,2022-10-01,2023-09-30,552.0,39318.0,180.0,14.03937128032962,3.066666666666667
370093,OU MEDICAL CENTER,OK,36420.0,36420,2023-07-01,2024-06-30,5385.44,255881.0,842.0,21.046658407619162,6.396009501187648
390326,ST LUKE HOSPITAL ANDERSON CAMPUS,PA,10900.0,10900,2023-07-01,2024-06-30,1664.91,59084.0,183.0,28.17869473969264,9.097868852459017
450775,HCA HOUSTON HEALTHCARE KINGWOOD,TX,26420.0,26420,2022-10-01,2023-09-30,2452.54,166339.0,584.0,14.744227150578036,4.199554794520548
140084,VISTA MEDICAL CENTER - EAST,IL,29404.0,29404,2022-12-01,2023-11-30,613.13,30053.0,190.0,20.401623797956944,3.227
151319,DEACONESS GIBSON,IN,99915.0,99915,2022-10-01,2023-09-30,146.73,2289.0,25.0,64.10222804718217,5.869199999999999
171347,SHERIDAN COUNTY HEALTH COMPLEX,KS,99917.0,99917,2023-01-01,2023-12-31,97.34,1274.0,18.0,76.40502354788069,5.407777777777778
320057,SANTA FE INDIAN HOSPITAL,NM,42140.0,42140,2022-10-01,2023-09-30,189.0,,,,
320085,MOUNTAIN VIEW REG MED CTR,NM,29740.0,29740,2023-04-01,2024-03-31,778.61,37681.0,166.0,20.663198959687907,4.690421686746988
340032,GASTON MEMORIAL HOSPITAL,NC,16740.0,16740,2023-07-01,2024-06-30,3075.0,124420.0,424.0,24.7146760970905,7.252358490566038
052054,MONROVIA MEMORIAL HOSPITAL,CA,31084.0,31084,2023-05-01,2024-04-30,108.29,8377.0,49.0,12.927062194102902,2.21
100006,ORLANDO HEALTH,FL,36740.0,36740,2022-10-01,2023-09-30,11336.21,467525.0,1467.0,24.247280894069835,7.727477845944103
180092,CLARK REGIONAL MEDICAL CENTER,KY,30460.0,30460,2023-05-01,2024-04-30,532.55,14274.0,59.0,37.30909345663444,9.026271186440677
360112,ST VINCENT MEDICAL CENTER,OH,45780.0,45780,2023-01-01,2023-12-31,3485.07,135366.0,516.0,25.74553432915208,6.754011627906977
363044,REUNION REHABILITATION HOSPITAL DUBL,OH,18140.0,18140,2023-01-01,2023-03-27,,2971.0,40.0,,
030043,CANYON VISTA MEDICAL CENTER,AZ,43420.0,43420,2023-05-01,2024-04-30,520.83,16189.0,74.0,32.17184507999259,7.038243243243244
050057,KAWEAH DELTA MEDICAL CENTER,CA,47300.0,47300,2023-07-01,2024-06-30,3618.98,109592.0,430.0,33.02230089787576,8.416232558139535
104084,NEUROBEHAVIORAL HOSPITAL OF THE PB,FL,48424.0,48424,2023-02-01,2024-01-31,72.0,10293.0,42.0,6.995045176333431,1.7142857142857142
170183,KANSAS SURGERY & RECOVERY CENTER,KS,48620.0,48620,2023-07-01,2024-06-30,194.41,687.0,30.0,282.9839883551674,6.480333333333333
190218,SABINE MEDICAL CENTER,LA,99919.0,99919,2023-04-01,2024-03-31,148.0,1042.0,48.0,142.0345489443378,3.0833333333333335
281327,COZAD COMMUNITY HOSPITAL,NE,99928.0,99928,2023-05-01,2024-04-30,149.63,1267.0,20.0,118.09786898184687,7.4815
281348,TRI VALLEY HEALTH SYSTEM,NE,99928.0,99928,2023-05-01,2024-04-30,124.58,1235.0,20.0,100.87449392712551,6.229
394038,FOUNDATIONS BEHAVIORAL HEALTH,PA,,,2023-07-01,2024-06-30,,,,,
172005,SSH - KANSAS CITY,KS,28140.0,28140,2022-11-01,2023-10-31,118.38,11171.0,40.0,10.597081729478113,2.9595
260138,SAINT LUKES HOSPITAL OF KANSAS CITY,MO,28140.0,28140,2023-01-01,2023-12-31,3321.37,125897.0,478.0,26.381645313232244,6.94847280334728
340144,DAVIS REGIONAL MEDICAL CENTER,NC,16740.0,16740,2022-10-01,2023-05-04,20.22,2794.0,16.0,7.236936292054402,1.26375
450833,ENNIS REGIONAL MEDICAL CENTER,TX,19124.0,19124,2023-05-01,2024-04-30,95.17,891.0,59.0,106.81257014590348,1.613050847457627
050150,SIERRA NEVADA MEMORIAL HOSPITAL,CA,99905.0,99905,2023-01-01,2023-12-31,563.37,17694.0,104.0,31.83960664632079,5.417019230769231
190140,FRANKLIN MEDICAL CENTER,LA,99919.0,99919,2023-05-01,2024-04-30,189.82,1999.0,31.0,94.95747873936968,6.123225806451613
244016,PRAIRIECARE,MN,,,2023-01-01,2023-12-31,,,,,
420049,CONWAY HOSPITAL,SC,34820.0,34820,2022-10-01,2023-09-30,1496.8,35092.0,171.0,42.653596261256126,8.753216374269005
450389,UT HEATH ATHENS,TX,99945.0,99945,2023-05-01,2024-04-30,411.12,16957.0,127.0,24.24485463230524,3.237165354330709
104085,BOYNTON BEACH FLORIDA BEHAVIORAL HEA,FL,48424.0,48424,2023-04-07,2023-12-31,77.0,5279.0,71.0,14.586095851487023,1.0845070422535212
271308,ROOSEVELT MEDICAL CENTER,MT,99927.0,99927,2023-05-01,2024-04-30,39.9,8256.0,29.0,4.832848837209303,1.3758620689655172
100017,HALIFAX MEDICAL CENTER,FL,19660.0,19660,2022-10-01,2023-09-30,3134.88,136664.0,533.0,22.93859392378388,5.8815759849906195
390270,GEISINGER WYOMING VALLEY MED CTR,PA,42540.0,42540,2023-07-01,2024-06-30,2714.65,97470.0,318.0,27.851133682158615,8.536635220125786
530032,EVANSTON REGIONAL,WY,99953.0,99953,2023-05-01,2024-04-30,110.46,1238.0,32.0,89.22455573505654,3.451875
050022,RIVERSIDE COMMUNITY HOSPITAL,CA,40140.0,40140,2023-05-01,2024-04-30,2428.58,146850.0,517.0,16.537827715355803,4.697446808510638
251330,FRANKLIN COUNTY HOSPITAL,MS,99925.0,99925,2023-05-01,2024-04-30,176.62,4499.0,24.0,39.25761280284508,7.359166666666667
390048,GEISINGER LEWISTOWN HOSPITAL,PA,99939.0,99939,2023-07-01,2024-06-30,839.27,25088.0,133.0,33.453045280612244,6.310300751879699
420020,GEORGETOWN MEMORIAL HOSPITAL,SC,99942.0,99942,2022-10-01,2023-09-30,815.1,17250.0,69.0,47.252173913043485,11.81304347826087
420098,WACCAMAW COMMUNITY HOSPITAL,SC,99942.0,99942,2022-10-01,2023-09-30,560.89,30745.0,125.0,18.243291592128802,4.48712
440029,WILLIAMSON HEALTH,TN,34980.0,34980,2023-07-01,2024-06-30,1560.47,36652.0,212.0,42.57530284841209,7.360707547169811
100224,HCA FLORIDA WOODMONT HOSPITAL,FL,22744.0,22744,2023-05-01,2024-04-30,612.21,38044.0,194.0,16.092156450425826,3.155721649484536
104017,WINDMOOR HEALTHCARE,FL,45300.0,45300,2023-07-01,2024-06-30,174.31,25207.0,144.0,6.915142619113738,1.2104861111111112
231309,ASPIRUS ONTONAGON HOSPITAL,MI,99923.0,99923,2023-07-01,2024-04-19,33.78,574.0,18.0,58.850174216027874,1.8766666666666667
260186,LAKE REGIONAL HEALTH SYSTEM,MO,99926.0,99926,2023-05-01,2024-04-30,1003.47,18383.0,105.0,54.586846543001684,9.556857142857144
280111,COLUMBUS COMMUNITY HOSPITAL,NE,99928.0,99928,2023-05-01,2024-04-30,675.45,8474.0,50.0,79.7085201793722,13.509
450743,TEXAS HEALTH DENTON,TX,19124.0,19124,2023-05-01,2024-04-30,921.04,48919.0,217.0,18.827858296367463,4.244423963133641
104049,SOUTHERN WINDS HOSPITAL  LLC,FL,33124.0,33124,2023-01-01,2023-12-31,192.39,25428.0,72.0,7.566068900424728,2.672083333333333
190274,OCHSNER MEDICAL CENTER - KENNER  LLC,LA,35380.0,35380,2023-05-01,2024-04-30,,26146.0,118.0,,
440030,MORRISTOWN-HAMBLEN HOSPITAL,TN,34100.0,34100,2023-07-01,2024-06-30,635.88,32764.0,100.0,19.407886704920035,6.3588
030110,ABRAZO WEST CAMPUS,AZ,38060.0,38060,2023-05-01,2024-04-30,960.1,60110.0,207.0,15.972383962734986,4.63816425120773
050782,CASA COLINA HOSPITAL AND CENTERS FOR,CA,31084.0,31084,2023-04-01,2024-03-31,389.31,3339.0,31.0,116.5947888589398,12.558387096774194
100252,RAULERSON HOSPITAL,FL,99910.0,99910,2023-05-01,2024-04-30,634.55,15197.0,100.0,41.754951635191155,6.3454999999999995
160089,OTTUMWA REGIONAL HEALTH CENTER,IA,99916.0,99916,2023-05-01,2024-04-30,298.63,5747.0,76.0,51.96276318078998,3.929342105263158
230036,MYMICHIGAN MEDICAL CENTER ALPENA,MI,99923.0,99923,2023-07-01,2024-06-30,661.82,16123.0,128.0,41.04819202381691,5.17046875
260142,JOHN FITZGIBBON MEMORIAL HOSPITAL,MO,99926.0,99926,2023-05-01,2024-04-30,257.6,4850.0,42.0,53.11340206185568,6.133333333333334
261330,STE. GENEVIEVE CO. MEMORIAL HOSP,MO,99926.0,99926,2023-05-01,2024-04-30,293.41,3658.0,25.0,80.21049753963916,11.736400000000001
320017,LOVELACE WOMENS HOSPITAL,NM,10740.0,10740,2023-05-01,2024-04-30,545.03,28445.0,162.0,19.160836702408158,3.3643827160493824
451356,MEMORIAL MEDICAL CENTER,TX,99945.0,99945,2023-01-01,2023-12-31,218.3,2592.0,25.0,84.22067901234568,8.732000000000001
452051,UT HEALTH EAST TEXAS SPECIALTY HOSPI,TX,46340.0,46340,2023-05-01,2024-04-26,47.18,4974.0,18.0,9.485323683152393,2.621111111111111
500150,LEGACY SALMON CREEK HOSPITAL,WA,38900.0,38900,2023-04-01,2024-03-31,1449.76,61939.0,178.0,23.406254540757843,8.144719101123595
040027,BAXTER REGIONAL MEDICAL CENTER,AR,99904.0,99904,2023-01-01,2023-12-31,1426.87,37234.0,169.0,38.32169522479454,8.443017751479289
182009,CONTINUECARE HOSPITAL MADISONVILLE,KY,99918.0,99918,2023-04-01,2024-03-31,33.66,4296.0,35.0,7.835195530726256,0.9617142857142856
241372,MADISON HEALTHCARE SERVICES,MN,99924.0,99924,2022-10-01,2023-09-30,38.89,744.0,12.0,52.27150537634408,3.2408333333333332
013031,ENCOMPASS HEALTH REHABILITATION HOSP,AL,13820.0,13820,2023-07-01,2024-06-30,100.1,10922.0,34.0,9.164988097418055,2.9441176470588233
143031,ENCOMPASS HEALTH REHABILITATION INST,IL,29404.0,29404,2023-07-01,2024-06-30,113.82,11598.0,60.0,9.813760993274702,1.8969999999999998
223027,ENCOMPASS HEALTH REHABILITATION HOSP,MA,14454.0,14454,2023-07-01,2024-06-30,353.67,40243.0,187.0,8.788360708694679,1.8912834224598931
390201,POCONO MEDICAL CENTER,PA,20700.0,20700,2023-07-01,2024-06-30,1030.26,34857.0,237.0,29.55676047852655,4.347088607594936
393026,ENCOMPASS HEALTH REHABILITATION HOSP,PA,39740.0,39740,2023-07-01,2024-06-30,133.02,14938.0,60.0,8.904806533672513,2.217
393027,ENCOMPASS HEALTH REHABILITATION HOSP,PA,38300.0,38300,2023-07-01,2024-06-30,123.15,13063.0,162.0,9.427390339125775,0.7601851851851852
393031,ENCOMPASS HEALTH REHABILITATION HOSP,PA,25420.0,25420,2023-07-01,2024-06-30,171.22,21358.0,75.0,8.016668227362112,2.2829333333333333
393037,ENCOMPASS HEALTH REHABILITATION HOSP,PA,49620.0,49620,2023-07-01,2024-06-30,186.43,22633.0,64.0,8.23708743869571,2.91296875
393039,ENCOMPASS HEALTH REHABILITATION HOSP,PA,44300.0,44300,2023-07-01,2024-06-30,136.45,14934.0,46.0,9.136868889781706,2.9663043478260867
393040,ENCOMPASS HEALTH REHABILITATION HOSP,PA,11020.0,11020,2023-07-01,2024-06-30,209.56,20746.0,80.0,10.101224332401426,2.6195
393045,ENCOMPASS HEALTH REHABILITATION HOSP,PA,38300.0,38300,2023-07-01,2024-06-30,169.7,21200.0,77.0,8.004716981132075,2.2038961038961036
393046,ENCOMPASS HEALTH REHABILITATION HOSP,PA,21500.0,21500,2023-07-01,2024-06-30,134.17,15007.0,60.0,8.940494435929898,2.2361666666666666
393047,GEISINGER ENCOMPASS HEALTH REHABILIT,PA,14100.0,14100,2023-07-01,2024-06-30,156.1,8571.0,42.0,18.212577295531442,3.7166666666666663
443039,PATRICIA NEAL REHABILITATION HOSPITA,TN,28940.0,28940,2023-03-16,2024-06-30,165.38,22483.0,73.0,7.355779922608193,2.2654794520547945
450155,HEREFORD REGIONAL MEDICAL CTR,TX,99945.0,99945,2022-10-01,2023-09-30,149.53,1311.0,32.0,114.05797101449275,4.6728125
390113,MEADVILLE MEDICAL CENTER,PA,99939.0,99939,2023-07-01,2024-06-30,1307.74,25486.0,200.0,51.31209291375657,6.5387
074014,SILVER HILL HOSPITAL,CT,14860.0,14860,2023-01-01,2023-12-31,358.78,7948.0,35.0,45.14091595369904,10.250857142857143
161305,POCAHONTAS COMMUNITY HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,80.63,562.0,25.0,143.4697508896797,3.2251999999999996
373039,ASCENSION ST.JOHN REHABILITATION HOS,OK,46140.0,46140,2023-04-07,2024-06-30,126.85,14829.0,40.0,8.554184368467192,3.1712499999999997
670080,SETON MEDICAL CENTER HARKER HEIGHTS,TX,28660.0,28660,2023-05-01,2024-04-30,441.01,10809.0,65.0,40.80025904338977,6.78476923076923
673043,ENCOMPASS HEALTH REHABILITATION HOSP,TX,19124.0,19124,2023-07-01,2024-06-30,172.63,18398.0,60.0,9.383085117947603,2.8771666666666667
100281,MEMORIAL HOSPITAL WEST,FL,22744.0,22744,2023-05-01,2024-04-30,3152.99,144041.0,486.0,21.88953145285023,6.487633744855967
164007,CLIVE BEHAVORIAL HEALTH LLC,IA,19780.0,19780,2023-04-01,2024-03-31,138.4,16935.0,100.0,8.172423974018304,1.3840000000000001
190128,WOMANS HOSPITAL,LA,12940.0,12940,2022-10-01,2023-09-30,2052.4,62725.0,228.0,32.720605819051414,9.001754385964913
271309,PRAIRIE COMMUNITY HOSPITAL,MT,99927.0,99927,2023-07-01,2024-06-30,34.37,8870.0,25.0,3.874859075535513,1.3747999999999998
280059,TWELVE CLANS UNITY HOSPITAL,NE,99928.0,99928,2023-04-06,2023-09-30,137.0,64.0,13.0,2140.625,10.538461538461538
281305,KIMBALL COUNTY HOSPITAL,NE,99928.0,99928,2023-07-01,2024-06-30,83.41,1224.0,14.0,68.1454248366013,5.957857142857143
281308,HENDERSON HEALTH CARE SERVICES,NE,99928.0,99928,2023-07-01,2024-06-30,66.85,791.0,13.0,84.51327433628317,5.142307692307692
303026,NORTHEAST REHABILITATION HOSPITAL,NH,40484.0,40484,2023-06-01,2024-05-31,652.68,39794.0,135.0,16.401467557923304,4.834666666666666
394049,BROOKE GLEN BEHAVIORAL HOSPITAL,PA,33874.0,33874,2023-03-01,2024-02-29,270.04,48470.0,146.0,5.571281204868992,1.8495890410958906
440046,HORIZON MEDICAL CENTER,TN,34980.0,34980,2023-06-01,2024-05-31,519.45,26905.0,110.0,19.306820293625723,4.722272727272728
492007,HOSPITAL FOR EXTENDED RECOVERY,VA,47260.0,47260,2023-06-01,2024-05-31,71.0,5462.0,35.0,12.998901501281582,2.0285714285714285
670088,COLLEGE STATION HOSPITAL,TX,17780.0,17780,2023-06-01,2024-05-31,1480.82,40780.0,142.0,36.31240804315841,10.428309859154929
142010,RML HEALTH PROVIDERS  L.P.,IL,16984.0,16984,2023-06-01,2024-05-31,676.42,42291.0,184.0,15.99441961646686,3.676195652173913
144040,CHICAGO BEHAVIORAL HOSPITAL,IL,16984.0,16984,2023-01-01,2023-12-31,274.52,51520.0,147.0,5.328416149068323,1.8674829931972787
190039,WEST JEFFERSON MEDICAL CENTER,LA,35380.0,35380,2023-01-01,2023-12-31,1286.15,49602.0,193.0,25.929398008144833,6.6639896373057
363042,MOUNT CARMEL REHABILITATION HOSPITAL,OH,18140.0,18140,2023-07-01,2024-06-30,157.49,17037.0,60.0,9.243998356518167,2.6248333333333336
364038,BELMONT PINES,OH,49660.0,49660,2023-05-01,2024-04-30,139.88,12720.0,53.0,10.99685534591195,2.6392452830188677
392037,SSH - ERIE,PA,21500.0,21500,2023-06-01,2024-05-31,95.34,6677.0,43.0,14.278867754979782,2.2172093023255814
420085,GRAND STRAND REGIONAL MED CTR,SC,34820.0,34820,2023-05-01,2024-04-30,1616.15,112653.0,346.0,14.346266854855177,4.670953757225433
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,TN,34980.0,34980,2023-07-01,2024-05-31,40.74,,,,
464007,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,UT,,,2023-07-01,2024-06-30,,,,,
493300,CUMBERLAND HOSPITAL LLC,VA,,,2023-06-01,2024-05-31,,,,,
500088,VALLEY MEDICAL CENTER,WA,42644.0,42644,2023-07-01,2024-06-30,3717.43,86589.0,328.0,42.93189666123872,11.333628048780488
521335,HUDSON HOSPITAL,WI,33460.0,33460,2023-01-01,2023-12-31,289.5,5449.0,25.0,53.12901449807304,11.58
673044,ENCOMPASS HEALTH REHABILITATION HOSP,TX,23104.0,23104,2023-07-01,2024-06-30,179.49,20171.0,60.0,8.898418521639979,2.9915000000000003
673061,BAY AREA REHAB HOSPITAL,TX,26420.0,26420,2023-06-01,2024-05-31,444.25,40160.0,151.0,11.062001992031872,2.94205298013245
673067,PAM REHAB HOSPITAL CORPUS CHRISTI,TX,18580.0,18580,2023-06-01,2024-05-31,160.96,13303.0,40.0,12.099526422611442,4.024
044013,BHC PINNACLE POINTE HOSPITAL LLC,AR,,,2023-06-01,2024-05-31,,,,,
241323,MADELIA HEALTH,MN,99924.0,99924,2023-06-01,2024-05-31,136.48,850.0,25.0,160.56470588235294,5.459199999999999
440197,SOUTHERN HILLS MEDICAL CENTER,TN,34980.0,34980,2023-06-01,2024-05-31,467.65,22059.0,110.0,21.199963733623463,4.251363636363636
453035,SA WARM SPRINGS REHAB HOSP,TX,41700.0,41700,2023-06-01,2024-05-31,471.89,41740.0,145.0,11.305462386200288,3.2544137931034482
051303,SOUTHERN MONO HEALTH CARE DISTRICT,CA,99905.0,99905,2023-07-01,2024-06-30,251.44,1243.0,17.0,202.28479485116654,14.790588235294118
100285,MEMORIAL HOSPITAL MIRAMAR,FL,22744.0,22744,2023-05-01,2024-04-30,1103.23,44711.0,178.0,24.674688555389054,6.1979213483146065
170137,LAWRENCE MEMORIAL HOSPITAL,KS,29940.0,29940,2023-01-01,2023-12-31,1572.18,22372.0,110.0,70.27445020561417,14.292545454545456
232035,SSH - KALAMAZOO,MI,12980.0,12980,2023-06-01,2024-05-31,65.96,6288.0,25.0,10.489821882951652,2.6384
403025,ENCOMPASS HEALTH REHABILITATION HOSP,PR,41980.0,41980,2023-06-01,2024-05-31,113.84,11980.0,33.0,9.502504173622706,3.4496969696969697
403026,ENCOMPASS HEALTH REHABILITATION HOSP,PR,41980.0,41980,2023-06-01,2024-05-31,123.62,15110.0,42.0,8.181336863004633,2.9433333333333334
440228,ST. FRANCIS BARTLETT MED CTR,TN,32820.0,32820,2023-06-01,2024-05-31,418.8,35482.0,196.0,11.80316780339327,2.136734693877551
450002,THE HOSPITALS OF PROVIDENCE-MEMORIAL,TX,21340.0,21340,2023-06-01,2024-05-31,820.59,53195.0,373.0,15.42607387912398,2.1999731903485253
451334,PARKVIEW HOSPITAL,TX,99945.0,99945,2023-06-01,2024-05-31,76.0,381.0,16.0,199.4750656167979,4.75
452100,MESQUITE SPECIALTY HOSPITAL,TX,19124.0,19124,2023-06-01,2024-05-31,120.82,7586.0,40.0,15.926707092011599,3.0204999999999997
522008,SSH -MADISON,WI,31540.0,31540,2023-06-01,2024-05-31,137.51,11177.0,58.0,12.302943544779458,2.370862068965517
673036,REHABILITATION INSTITUTE OF DENTON,TX,19124.0,19124,2023-06-01,2024-05-31,150.27,12436.0,44.0,12.083467352846576,3.415227272727273
032005,SSH - ARIZONA  INC.,AZ,38060.0,38060,2023-06-01,2024-05-31,93.72,8596.0,32.0,10.902745463006049,2.92875
042009,RH OF NORTHWESTARKANSAS  LLC,AR,22220.0,22220,2023-06-01,2024-05-31,67.11,5563.0,25.0,12.06363472946252,2.6844
100054,TWIN CITIES HOSPITAL,FL,18880.0,18880,2023-06-01,2024-05-31,193.78,7676.0,65.0,25.24491922876498,2.9812307692307694
100161,HCA FLORIDA LAKE MONROE HOSPITAL,FL,36740.0,36740,2023-06-01,2024-05-31,616.74,45300.0,199.0,13.614569536423842,3.0991959798994975
101304,CALHOUN-LIBERTY HOSPITAL ASSN,FL,99910.0,99910,2023-01-01,2023-12-31,81.76,1402.0,10.0,58.316690442225394,8.176
104080,CORAL SHORES BEHAVIORAL HEALTH,FL,38940.0,38940,2023-06-01,2024-05-31,140.47,19028.0,80.0,7.382278747109523,1.755875
111305,MILLER COUNTY HOSPITAL,GA,99911.0,99911,2023-07-01,2024-06-30,298.72,6692.0,25.0,44.63837417812314,11.9488
141319,HAMMOND-HENRY HOSPITAL,IL,19340.0,19340,2023-06-01,2024-05-31,251.41,1866.0,23.0,134.73204715969987,10.93086956521739
141345,SALEM TOWNSHIP HOSPITAL,IL,99914.0,99914,2023-04-01,2024-03-31,183.59,1842.0,25.0,99.66883821932682,7.3436
182003,SSH - LEXINGTON  INC,KY,99918.0,99918,2023-06-01,2024-05-31,75.88,7379.0,30.0,10.283236210868681,2.529333333333333
210039,CALVERT MEMORIAL HOSPITAL,MD,47894.0,47894,2023-07-01,2024-06-30,757.33,21717.0,78.0,34.87268038863564,9.709358974358976
230021,COREWELL HEALTH LAKELAND HOSPITALS,MI,35660.0,35660,2023-01-01,2023-06-30,991.54,22367.0,231.0,44.33048687798989,4.292380952380952
321310,HOLY CROSS HOSPITAL,NM,99932.0,99932,2023-06-01,2024-05-31,343.52,5254.0,25.0,65.38256566425581,13.7408
340013,RUTHERFORD HOSPITAL  INC.,NC,99934.0,99934,2023-06-01,2024-05-31,389.94,10777.0,119.0,36.18261111626612,3.276806722689076
344014,HOLLY HILLS HOSPITAL,NC,39580.0,39580,2023-01-01,2023-12-31,342.1,74536.0,296.0,4.589728453364818,1.1557432432432433
372005,OKC-AMG SPECIALTY HOSPITAL,OK,36420.0,36420,2023-06-01,2024-05-31,60.0,5550.0,18.0,10.81081081081081,3.3333333333333335
390133,LEHIGH VALLEY,PA,10900.0,10900,2023-07-01,2024-06-30,10224.88,309745.0,1216.0,33.010637782692214,8.408618421052632
440152,REGIONAL ONE HEALTH,TN,32820.0,32820,2023-07-01,2024-06-30,3057.84,89268.0,291.0,34.25460411345611,10.508041237113403
442017,REGIONAL ONE HEALTH EXTENDED CARE HO,TN,32820.0,32820,2023-07-01,2024-06-30,81.05,6590.0,30.0,12.298937784522002,2.7016666666666667
450241,FAITH COMMUNITY HOSPITAL,TX,99945.0,99945,2023-06-01,2024-05-31,198.51,1602.0,13.0,123.91385767790261,15.27
450638,HOUSTON NORTHWEST MEDICAL CENTER,TX,26420.0,26420,2023-06-01,2024-05-31,1123.95,80079.0,281.0,14.035514929007606,3.9998220640569397
450742,BAYLOR SCOTT & WHITE MC- LAKE POINTE,TX,19124.0,19124,2023-06-01,2024-05-31,821.99,41922.0,176.0,19.607604599017222,4.670397727272728
453096,VIBRA REHABILITATION HOSPITAL OF AMA,TX,11100.0,11100,2023-08-01,2023-10-31,33.77,1990.0,44.0,16.969849246231156,0.7675000000000001
510070,RALEIGH GENERAL HOSPITAL,WV,13220.0,13220,2023-06-01,2024-05-31,887.08,47153.0,300.0,18.81280088223443,2.9569333333333336
670098,RESOLUTE HEALTH,TX,41700.0,41700,2023-06-01,2024-05-31,355.0,21914.0,121.0,16.199689696084693,2.9338842975206614
673078,SHANNON REHABILITATION HOSPITAL  AN,TX,41660.0,41660,2023-07-01,2024-06-30,106.12,10590.0,40.0,10.02077431539188,2.653
033041,REHABILITATION HOSPITAL OF NORTHERN,AZ,22380.0,22380,2023-06-01,2024-05-31,109.43,12012.0,40.0,9.110056610056612,2.7357500000000003
050243,DESERT HOSPITAL,CA,40140.0,40140,2023-06-01,2024-05-31,1566.06,95859.0,326.0,16.337120145213284,4.803865030674847
050689,SAN RAMON REG. MEDICAL CENTER,CA,36084.0,36084,2023-06-01,2024-05-31,360.6,14422.0,123.0,25.003466925530443,2.931707317073171
050724,HEART HOSPITAL OF BAKERSFIELD,CA,12540.0,12540,2023-01-01,2023-11-26,293.18,7729.0,47.0,37.93246215551818,6.237872340425532
063027,SPALDING REHAB HOSPITAL,CO,19740.0,19740,2023-06-01,2024-05-31,109.24,10193.0,58.0,10.717158834494262,1.883448275862069
100287,GOOD SAMARITAN HOSPITAL,FL,48424.0,48424,2023-06-01,2024-05-31,719.9,44287.0,333.0,16.25533452254612,2.161861861861862
133027,REHABILITATION HOSPITAL OF THE NORTH,ID,17660.0,17660,2023-06-01,2024-05-31,100.59,9994.0,30.0,10.065039023414048,3.353
140172,FRANCISCAN ST. JAMES HEALTH,IL,16984.0,16984,2023-01-01,2023-12-31,1214.13,40320.0,129.0,30.112351190476193,9.41186046511628
271344,SIDNEY HEALTH CENTER,MT,99927.0,99927,2023-07-01,2024-06-30,386.59,6923.0,25.0,55.8413982377582,15.4636
292003,HORIZON SPEC HOSPITAL-LAS VEGAS,NV,29820.0,29820,2023-06-01,2024-05-31,145.0,19421.0,100.0,7.466144894701611,1.45
393053,PENN STATE HERSHEY REHABILITATION LL,PA,25420.0,25420,2023-06-01,2024-05-31,215.63,26950.0,98.0,8.001113172541745,2.2003061224489797
431305,DOUGLAS COUNTY MEMORIAL HOSPITAL,SD,99943.0,99943,2023-06-01,2024-05-31,74.0,679.0,11.0,108.98379970544919,6.7272727272727275
450087,MEDICAL CITY NORTH HILLS,TX,23104.0,23104,2023-06-01,2024-05-31,567.29,34592.0,142.0,16.399456521739133,3.9949999999999997
450324,TEXOMA MEDICAL CENTER,TX,43300.0,43300,2023-01-01,2023-12-31,1899.26,113349.0,389.0,16.755860219322624,4.882416452442159
450668,THE HOSPITALS OF PROVIDENCE SIERRA C,TX,21340.0,21340,2023-06-01,2024-05-31,687.98,43580.0,282.0,15.786599357503443,2.439645390070922
450669,MEDICAL CITY LEWISVILLE,TX,19124.0,19124,2023-06-01,2024-05-31,612.52,34360.0,160.0,17.826542491268917,3.8282499999999997
450675,MEDICAL CITY ARLINGTON,TX,23104.0,23104,2023-06-01,2024-05-31,1316.98,95816.0,340.0,13.744886031560492,3.873470588235294
670034,ROUND ROCK HOSPITAL,TX,12420.0,12420,2023-06-01,2024-05-31,2216.07,49130.0,164.0,45.10624872786485,13.512621951219513
